,ProjectName,methodName,methodBody,methodBodyLength,TotalMN,Prefix,Rank,AllOccurrance
1689,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\MonitoredConnectionManager.java,request connection,@ override public  client connection request   (  http route route  object state )  {  return super . request connection ( route state )  ;   }  ,145,2,request,1,"[37, 102]"
1690,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\MonitoredConnectionManager.java,request connection,@ override public  client connection request   (  http route route  object state )  {  return super . request connection ( route state )  ;   }  ,145,2,connection,2,"[26, 110]"
1691,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\aws\ApplicationsResolver.java, applications resolver,public   (  eureka client config client config  eureka transport config transport config  applications source applications source  string vip address )  {  this . client config = client config ;  this . transport config = transport config ;  this . applications source = applications source ;  this . vip address = vip address ;   }  ,334,2,applications,1,"[90, 110, 249, 271]"
1692,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\aws\ApplicationsResolver.java, applications resolver,public   (  eureka client config client config  eureka transport config transport config  applications source applications source  string vip address )  {  this . client config = client config ;  this . transport config = transport config ;  this . applications source = applications source ;  this . vip address = vip address ;   }  ,334,2,resolver,2,[]
1693,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\Pair.java, pair,public   ( e1 first e2 second )  {  this . first = first ;  this . second = second ;   }  ,90,1,pair,1,[]
1694,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\Pair.java,first,public e1   (  )  {  return first ;   }  ,41,1,first,1,[28]
1695,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\Pair.java,second,public e2   (  )  {  return second ;   }  ,42,1,second,1,[28]
1696,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\Pair.java,set first,public void   ( e1 first )  {  this . first = first ;   }  ,59,2,set,1,[]
1697,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\Pair.java,set first,public void   ( e1 first )  {  this . first = first ;   }  ,59,2,first,2,"[19, 38, 46]"
1698,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\Pair.java,set second,public void   ( e2 second )  {  this . second = second ;   }  ,62,2,set,1,[]
1699,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\Pair.java,set second,public void   ( e2 second )  {  this . second = second ;   }  ,62,2,second,2,"[19, 39, 48]"
1700,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java, async resolver,"  (  string name  cluster resolver < t >  delegate  list < t >  initial value int executor thread pool size int refresh interval ms int warm up timeout ms )  {  this . name = name ;  this . delegate = delegate ;  this . refresh interval ms = refresh interval ms ;  this . warm up timeout ms = warm up timeout ms ;  this . executor service =  executors . new scheduled thread pool ( 1 new  thread factory builder (  )  . set name format ( "" async resolver - ""  +  name  +  "" - %d"" )  . set daemon ( true )  . build (  )  )  ;  this . thread pool executor = new  thread pool executor ( 1 executor thread pool size 0  time unit . seconds new  synchronous queue <  runnable >  (  )  new  thread factory builder (  )  . set name format ( "" async resolver - ""  +  name  +  "" - executor - %d"" )  . set daemon ( true )  . build (  )  )  ;  this . background task = new  timed supervisor task ( this . get class (  )  . get simple name (  )  executor service thread pool executor refresh interval ms  time unit . milliseconds 5 update task )  ;  this . results ref = new  atomic reference <  >  ( initial value )  ;   monitors . register object ( name this )  ;   }  ",1158,2,async,1,"[440, 735]"
1701,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java, async resolver,"  (  string name  cluster resolver < t >  delegate  list < t >  initial value int executor thread pool size int refresh interval ms int warm up timeout ms )  {  this . name = name ;  this . delegate = delegate ;  this . refresh interval ms = refresh interval ms ;  this . warm up timeout ms = warm up timeout ms ;  this . executor service =  executors . new scheduled thread pool ( 1 new  thread factory builder (  )  . set name format ( "" async resolver - ""  +  name  +  "" - %d"" )  . set daemon ( true )  . build (  )  )  ;  this . thread pool executor = new  thread pool executor ( 1 executor thread pool size 0  time unit . seconds new  synchronous queue <  runnable >  (  )  new  thread factory builder (  )  . set name format ( "" async resolver - ""  +  name  +  "" - executor - %d"" )  . set daemon ( true )  . build (  )  )  ;  this . background task = new  timed supervisor task ( this . get class (  )  . get simple name (  )  executor service thread pool executor refresh interval ms  time unit . milliseconds 5 update task )  ;  this . results ref = new  atomic reference <  >  ( initial value )  ;   monitors . register object ( name this )  ;   }  ",1158,2,resolver,2,"[26, 446, 741]"
1702,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,do warm up,"boolean   (  )  {   future future = null ;  try  {  future = thread pool executor . submit ( update task )  ;  future . get ( warm up timeout ms  time unit . milliseconds )  ;  return true ;   }  catch  (   exception e )   {  logger . warn ( "" best effort warm up failed"" e )  ;   }  finally  {  if  ( future  !  =  null )   {  future . cancel ( true )  ;   }   }  return false ;   }  ",385,3,do,1,[]
1703,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,do warm up,"boolean   (  )  {   future future = null ;  try  {  future = thread pool executor . submit ( update task )  ;  future . get ( warm up timeout ms  time unit . milliseconds )  ;  return true ;   }  catch  (   exception e )   {  logger . warn ( "" best effort warm up failed"" e )  ;   }  finally  {  if  ( future  !  =  null )   {  future . cancel ( true )  ;   }   }  return false ;   }  ",385,3,warm,2,"[126, 256]"
1704,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,do warm up,"boolean   (  )  {   future future = null ;  try  {  future = thread pool executor . submit ( update task )  ;  future . get ( warm up timeout ms  time unit . milliseconds )  ;  return true ;   }  catch  (   exception e )   {  logger . warn ( "" best effort warm up failed"" e )  ;   }  finally  {  if  ( future  !  =  null )   {  future . cancel ( true )  ;   }   }  return false ;   }  ",385,3,up,3,"[93, 131, 261]"
1705,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,get cluster endpoints,@ override public  list < t >    (  )  {  long delay = refresh interval ms ;  if  ( warmed up . compare and set ( false true )  )   {  if  (  ! do warm up (  )  )   {  delay = 0 ;   }   }  if  ( scheduled . compare and set ( false true )  )   {  schedule ,255,3,get,1,[]
1706,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,get cluster endpoints,@ override public  list < t >    (  )  {  long delay = refresh interval ms ;  if  ( warmed up . compare and set ( false true )  )   {  if  (  ! do warm up (  )  )   {  delay = 0 ;   }   }  if  ( scheduled . compare and set ( false true )  )   {  schedule ,255,3,cluster,2,[]
1707,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,get cluster endpoints,@ override public  list < t >    (  )  {  long delay = refresh interval ms ;  if  ( warmed up . compare and set ( false true )  )   {  if  (  ! do warm up (  )  )   {  delay = 0 ;   }   }  if  ( scheduled . compare and set ( false true )  )   {  schedule ,255,3,endpoints,3,[]
1708,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,get endpoints size,"@ monitor ( name = metric   resolver   prefix  +  ""endpoints size"" description = "" how many records are the in the endpoints ref"" type =  data source type . gauge )  public long   (  )  {  return results ref . get (  )  . size (  )  ;   }  ",240,3,get,1,[210]
1709,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,get endpoints size,"@ monitor ( name = metric   resolver   prefix  +  ""endpoints size"" description = "" how many records are the in the endpoints ref"" type =  data source type . gauge )  public long   (  )  {  return results ref . get (  )  . size (  )  ;   }  ",240,3,endpoints,2,"[51, 115]"
1710,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,get endpoints size,"@ monitor ( name = metric   resolver   prefix  +  ""endpoints size"" description = "" how many records are the in the endpoints ref"" type =  data source type . gauge )  public long   (  )  {  return results ref . get (  )  . size (  )  ;   }  ",240,3,size,3,"[61, 222]"
1711,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,get last load timestamp,"@ monitor ( name = metric   resolver   prefix  +  ""last load timestamp"" description = "" how much time has passed from last successful async load"" type =  data source type . gauge )  public long   (  )  {  return last load timestamp  <  0  ?  0 :  system .",255,4,get,1,[]
1712,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,get last load timestamp,"@ monitor ( name = metric   resolver   prefix  +  ""last load timestamp"" description = "" how much time has passed from last successful async load"" type =  data source type . gauge )  public long   (  )  {  return last load timestamp  <  0  ?  0 :  system .",255,4,last,2,"[51, 118, 212]"
1713,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,get last load timestamp,"@ monitor ( name = metric   resolver   prefix  +  ""last load timestamp"" description = "" how much time has passed from last successful async load"" type =  data source type . gauge )  public long   (  )  {  return last load timestamp  <  0  ?  0 :  system .",255,4,load,3,"[56, 140, 217]"
1714,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,get last load timestamp,"@ monitor ( name = metric   resolver   prefix  +  ""last load timestamp"" description = "" how much time has passed from last successful async load"" type =  data source type . gauge )  public long   (  )  {  return last load timestamp  <  0  ?  0 :  system .",255,4,timestamp,4,"[61, 222]"
1715,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,get region,@ override public  string   (  )  {  return delegate . get region (  )  ;   }  ,79,2,get,1,[55]
1716,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,get region,@ override public  string   (  )  {  return delegate . get region (  )  ;   }  ,79,2,region,2,[59]
1717,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,run,@ override public void   (  )  {  try  {   list < t >  new list = delegate . get cluster endpoints (  )  ;  if  ( new list  !  =  null )   {  results ref . get and set ( new list )  ;  last load timestamp =  system . current time millis (  )  ;   }  else ,255,1,run,1,[]
1718,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,schedule task,void   ( long delay )  {  executor service . schedule ( background task delay  time unit . milliseconds )  ;   }  ,114,2,schedule,1,[45]
1719,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,schedule task,void   ( long delay )  {  executor service . schedule ( background task delay  time unit . milliseconds )  ;   }  ,114,2,task,2,[67]
1720,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\AsyncResolver.java,shutdown,@ override public void   (  )  {  if  (  monitors . is object registered ( name this )  )   {   monitors . unregister object ( name this )  ;   }  executor service . shutdown now (  )  ;  thread pool executor . shutdown now (  )  ;  background task . canc,255,1,shutdown,1,"[166, 211]"
1721,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java, named connection pool,  (  client connection operator operator  http params params )  {  super ( operator params )  ;   }  ,101,3,named,1,[]
1722,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java, named connection pool,  (  client connection operator operator  http params params )  {  super ( operator params )  ;   }  ,101,3,connection,2,[12]
1723,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java, named connection pool,  (  client connection operator operator  http params params )  {  super ( operator params )  ;   }  ,101,3,pool,3,[]
1724,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,create entry,@ override protected  basic pool entry   (  route specific pool rospl  client connection operator op )  {  create entry counter . increment (  )  ;   stopwatch stop watch = creation timer . start (  )  ;  try  {  return super . create entry ( rospl op )  ,255,2,create,1,"[107, 228]"
1725,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,create entry,@ override protected  basic pool entry   (  route specific pool rospl  client connection operator op )  {  create entry counter . increment (  )  ;   stopwatch stop watch = creation timer . start (  )  ;  try  {  return super . create entry ( rospl op )  ,255,2,entry,2,"[33, 114, 235]"
1726,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,delete entry,@ override protected void   (  basic pool entry entry )  {  delete counter . increment (  )  ;  super . delete entry ( entry )  ;   }  ,135,2,delete,1,"[60, 104]"
1727,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,delete entry,@ override protected void   (  basic pool entry entry )  {  delete counter . increment (  )  ;  super . delete entry ( entry )  ;   }  ,135,2,entry,2,"[42, 48, 111, 119]"
1728,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,free entry,@ override public void   (  basic pool entry entry boolean reusable long valid duration  time unit time unit )  {  release counter . increment (  )  ;  super . free entry ( entry reusable valid duration time unit )  ;   }  ,223,2,free,1,[160]
1729,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,free entry,@ override public void   (  basic pool entry entry boolean reusable long valid duration  time unit time unit )  {  release counter . increment (  )  ;  super . free entry ( entry reusable valid duration time unit )  ;   }  ,223,2,entry,2,"[39, 45, 165, 173]"
1730,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get connection count,"@ monitor ( name = ""connection count"" type =  data source type . gauge )  public int   (  )  {  return this . get connections in pool (  )  ;   }  ",147,3,get,1,[110]
1731,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get connection count,"@ monitor ( name = ""connection count"" type =  data source type . gauge )  public int   (  )  {  return this . get connections in pool (  )  ;   }  ",147,3,connection,2,"[20, 114]"
1732,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get connection count,"@ monitor ( name = ""connection count"" type =  data source type . gauge )  public int   (  )  {  return this . get connections in pool (  )  ;   }  ",147,3,count,3,[31]
1733,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get created entry count,public final long   (  )  {  return create entry counter . get value (  )  . long value (  )  ;   }  ,101,4,get,1,[59]
1734,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get created entry count,public final long   (  )  {  return create entry counter . get value (  )  . long value (  )  ;   }  ,101,4,created,2,[]
1735,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get created entry count,public final long   (  )  {  return create entry counter . get value (  )  . long value (  )  ;   }  ,101,4,entry,3,[43]
1736,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get created entry count,public final long   (  )  {  return create entry counter . get value (  )  . long value (  )  ;   }  ,101,4,count,4,[49]
1737,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get delete count,public final long   (  )  {  return delete counter . get value (  )  . long value (  )  ;   }  ,95,3,get,1,[53]
1738,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get delete count,public final long   (  )  {  return delete counter . get value (  )  . long value (  )  ;   }  ,95,3,delete,2,[36]
1739,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get delete count,public final long   (  )  {  return delete counter . get value (  )  . long value (  )  ;   }  ,95,3,count,3,[43]
1740,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get entry blocking,@ override protected  basic pool entry   (  http route route  object state long timeout  time unit tunit  waiting thread aborter aborter )  throws  connection pool timeout exception   interrupted exception  {   stopwatch stop watch = request timer . start,255,3,get,1,[]
1741,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get entry blocking,@ override protected  basic pool entry   (  http route route  object state long timeout  time unit tunit  waiting thread aborter aborter )  throws  connection pool timeout exception   interrupted exception  {   stopwatch stop watch = request timer . start,255,3,entry,2,[33]
1742,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get entry blocking,@ override protected  basic pool entry   (  http route route  object state long timeout  time unit tunit  waiting thread aborter aborter )  throws  connection pool timeout exception   interrupted exception  {   stopwatch stop watch = request timer . start,255,3,blocking,3,[]
1743,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get free entry,@ override protected  basic pool entry   (  route specific pool rospl  object state )  {   basic pool entry entry = super . get free entry ( rospl state )  ;  if  ( entry  !  =  null )   {  free entry counter . increment (  )  ;   }  return entry ;   }  ,254,3,get,1,[124]
1744,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get free entry,@ override protected  basic pool entry   (  route specific pool rospl  object state )  {   basic pool entry entry = super . get free entry ( rospl state )  ;  if  ( entry  !  =  null )   {  free entry counter . increment (  )  ;   }  return entry ;   }  ,254,3,free,2,"[128, 190]"
1745,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get free entry,@ override protected  basic pool entry   (  route specific pool rospl  object state )  {   basic pool entry entry = super . get free entry ( rospl state )  ;  if  ( entry  !  =  null )   {  free entry counter . increment (  )  ;   }  return entry ;   }  ,254,3,entry,3,"[33, 102, 108, 133, 165, 195, 241]"
1746,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get free entry count,public final long   (  )  {  return free entry counter . get value (  )  . long value (  )  ;   }  ,99,4,get,1,[57]
1747,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get free entry count,public final long   (  )  {  return free entry counter . get value (  )  . long value (  )  ;   }  ,99,4,free,2,[36]
1748,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get free entry count,public final long   (  )  {  return free entry counter . get value (  )  . long value (  )  ;   }  ,99,4,entry,3,[41]
1749,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get free entry count,public final long   (  )  {  return free entry counter . get value (  )  . long value (  )  ;   }  ,99,4,count,4,[47]
1750,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get release count,public final long   (  )  {  return release counter . get value (  )  . long value (  )  ;   }  ,96,3,get,1,[54]
1751,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get release count,public final long   (  )  {  return release counter . get value (  )  . long value (  )  ;   }  ,96,3,release,2,[36]
1752,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get release count,public final long   (  )  {  return release counter . get value (  )  . long value (  )  ;   }  ,96,3,count,3,[44]
1753,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get requests count,public final long   (  )  {  return request counter . get value (  )  . long value (  )  ;   }  ,96,3,get,1,[54]
1754,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get requests count,public final long   (  )  {  return request counter . get value (  )  . long value (  )  ;   }  ,96,3,requests,2,[]
1755,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,get requests count,public final long   (  )  {  return request counter . get value (  )  . long value (  )  ;   }  ,96,3,count,3,[44]
1756,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,init monitors,"void   (  string name )  {   preconditions . check not null ( name )  ;  free entry counter =  monitors . new counter ( name  +  ""    reuse"" )  ;  create entry counter =  monitors . new counter ( name  +  ""    create new"" )  ;  request counter =  monitors . new counter ( name  +  ""    request"" )  ;  release counter =  monitors . new counter ( name  +  ""    release"" )  ;  delete counter =  monitors . new counter ( name  +  ""    delete"" )  ;  request timer =  monitors . new timer ( name  +  ""    request connection timer""  time unit . milliseconds )  ;  creation timer =  monitors . new timer ( name  +  ""    create connection timer""  time unit . milliseconds )  ;  this . name = name ;   monitors . register object ( name this )  ;   }  ",741,2,init,1,[]
1757,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,init monitors,"void   (  string name )  {   preconditions . check not null ( name )  ;  free entry counter =  monitors . new counter ( name  +  ""    reuse"" )  ;  create entry counter =  monitors . new counter ( name  +  ""    create new"" )  ;  request counter =  monitors . new counter ( name  +  ""    request"" )  ;  release counter =  monitors . new counter ( name  +  ""    release"" )  ;  delete counter =  monitors . new counter ( name  +  ""    delete"" )  ;  request timer =  monitors . new timer ( name  +  ""    request connection timer""  time unit . milliseconds )  ;  creation timer =  monitors . new timer ( name  +  ""    create connection timer""  time unit . milliseconds )  ;  this . name = name ;   monitors . register object ( name this )  ;   }  ",741,2,monitors,2,"[95, 171, 247, 320, 392, 462, 575, 692]"
1758,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,request pool entry,@ override public  pool entry request   (  http route route  object state )  {  request counter . increment (  )  ;  return super . request pool entry ( route state )  ;   }  ,175,3,request,1,"[30, 80, 132]"
1759,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,request pool entry,@ override public  pool entry request   (  http route route  object state )  {  request counter . increment (  )  ;  return super . request pool entry ( route state )  ;   }  ,175,3,pool,2,"[19, 140]"
1760,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,request pool entry,@ override public  pool entry request   (  http route route  object state )  {  request counter . increment (  )  ;  return super . request pool entry ( route state )  ;   }  ,175,3,entry,3,"[24, 145]"
1761,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\NamedConnectionPool.java,shutdown,@ override public void   (  )  {  super . shutdown (  )  ;  if  (  monitors . is object registered ( name this )  )   {   monitors . unregister object ( name this )  ;   }   }  ,177,1,shutdown,1,[42]
1762,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\aws\AwsEndpoint.java, aws endpoint,public   (  string host name int port boolean is secure  string relative uri  string region  string zone )  {  super ( host name port is secure relative uri )  ;  this . region = region ;  this . zone = zone ;   }  ,215,2,aws,1,[]
1763,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\aws\AwsEndpoint.java, aws endpoint,public   (  string host name int port boolean is secure  string relative uri  string region  string zone )  {  super ( host name port is secure relative uri )  ;  this . region = region ;  this . zone = zone ;   }  ,215,2,endpoint,2,[]
1764,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\aws\AwsEndpoint.java,create for server list,public static  list <  aws endpoint >    (  list <  string >  host names int port boolean is secure  string relative uri  string region  string zone )  {  if  ( host names . is empty (  )  )   {  return  collections . empty list (  )  ;   }   list <  aws endpoint >  aws endpoints = new  array list <  >  ( host names . size (  )  )  ;  for  (   string host name : host names )   {  aws endpoints . add ( new  aws endpoint ( host name port is secure relative uri region zone )  )  ;   }  return aws endpoints ;   }  ,516,4,create,1,[]
1765,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\aws\AwsEndpoint.java,create for server list,public static  list <  aws endpoint >    (  list <  string >  host names int port boolean is secure  string relative uri  string region  string zone )  {  if  ( host names . is empty (  )  )   {  return  collections . empty list (  )  ;   }   list <  aws endpoint >  aws endpoints = new  array list <  >  ( host names . size (  )  )  ;  for  (   string host name : host names )   {  aws endpoints . add ( new  aws endpoint ( host name port is secure relative uri region zone )  )  ;   }  return aws endpoints ;   }  ,516,4,for,2,[337]
1766,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\aws\AwsEndpoint.java,create for server list,public static  list <  aws endpoint >    (  list <  string >  host names int port boolean is secure  string relative uri  string region  string zone )  {  if  ( host names . is empty (  )  )   {  return  collections . empty list (  )  ;   }   list <  aws endpoint >  aws endpoints = new  array list <  >  ( host names . size (  )  )  ;  for  (   string host name : host names )   {  aws endpoints . add ( new  aws endpoint ( host name port is secure relative uri region zone )  )  ;   }  return aws endpoints ;   }  ,516,4,server,3,[]
1767,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\aws\AwsEndpoint.java,create for server list,public static  list <  aws endpoint >    (  list <  string >  host names int port boolean is secure  string relative uri  string region  string zone )  {  if  ( host names . is empty (  )  )   {  return  collections . empty list (  )  ;   }   list <  aws endpoint >  aws endpoints = new  array list <  >  ( host names . size (  )  )  ;  for  (   string host name : host names )   {  aws endpoints . add ( new  aws endpoint ( host name port is secure relative uri region zone )  )  ;   }  return aws endpoints ;   }  ,516,4,list,4,"[15, 44, 224, 243, 294]"
1768,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\aws\AwsEndpoint.java,equals,@ override public boolean   (  object o )  {  if  ( this  =  =  o )  return true ;  if  (  !  ( o instanceof  aws endpoint )  )  return false ;  if  (  ! super . equals ( o )  )  return false ;   aws endpoint that =  (  aws endpoint ) o ;  if  ( region  !,255,1,equals,1,[162]
1769,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\aws\AwsEndpoint.java,get region,public  string   (  )  {  return region ;   }  ,47,2,get,1,[]
1770,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\aws\AwsEndpoint.java,get region,public  string   (  )  {  return region ;   }  ,47,2,region,2,[33]
1771,C:\Users\User\Desktop\Thesis\eureka\eureka-client\src\main\java\com\netflix\discovery\shared\resolver\aws\AwsEndpoint.java,get zone,public  string   (  )  {  return zone ;   }  ,45,2,get,1,[]
