,ProjectName,methodName,methodBody,methodBodyLength,TotalMN,Prefix,Rank,AllOccurrance
542,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,in transaction,public  < r x extends  exception > r   (  transaction isolation level level  handle callback < r x >  callback )  throws x  {  try  (  transaction resetter tr = new  transaction resetter ( get transaction isolation level (  )  )  )  {  set transaction isolation ( level )  ;  return transactions . in transaction ( this level callback )  ;   }   }  ,63,2,transaction,2,"[10, 27, 32, 36, 45, 55]"
543,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,is closed,public boolean   (  )  {  return closed ;   }  ,9,2,is,1,[]
544,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,is closed,public boolean   (  )  {  return closed ;   }  ,9,2,closed,2,[7]
545,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,is in transaction,public boolean   (  )  {  return transactions . is in transaction ( this )  ;   }  ,16,3,is,1,[9]
546,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,is in transaction,public boolean   (  )  {  return transactions . is in transaction ( this )  ;   }  ,16,3,in,2,[10]
547,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,is in transaction,public boolean   (  )  {  return transactions . is in transaction ( this )  ;   }  ,16,3,transaction,3,[11]
548,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,is read only,"public boolean   (  )  {  try  {  return connection . is read only (  )  ;   }  catch  (  sql exception e )   {  throw new  unable to manipulate transaction isolation level exception ( "" could not get read only"" e )  ;   }   }  ",45,3,is,1,[11]
549,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,is read only,"public boolean   (  )  {  try  {  return connection . is read only (  )  ;   }  catch  (  sql exception e )   {  throw new  unable to manipulate transaction isolation level exception ( "" could not get read only"" e )  ;   }   }  ",45,3,read,2,"[12, 39]"
550,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,is read only,"public boolean   (  )  {  try  {  return connection . is read only (  )  ;   }  catch  (  sql exception e )   {  throw new  unable to manipulate transaction isolation level exception ( "" could not get read only"" e )  ;   }   }  ",45,3,only,3,[13]
551,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,prepare batch,public  prepared batch   (  string sql )  {  return new  prepared batch ( this sql )  ;   }  ,18,2,prepare,1,[]
552,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,prepare batch,public  prepared batch   (  string sql )  {  return new  prepared batch ( this sql )  ;   }  ,18,2,batch,2,"[3, 12]"
553,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,release,"public  handle   (  string savepoint name )  {  transactions . release savepoint ( this savepoint name )  ;  log . trace ( "" handle [ {  } ] release savepoint \"" {  } \"""" this savepoint name )  ;  return this ;   }  ",43,1,release,1,"[11, 29]"
554,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,rollback,"public  handle   (  )  {  final long start =  system . nano time (  )  ;  transactions . rollback ( this )  ;  log . trace ( "" handle [ {  } ] rollback transaction in  {  } ms"" this  (  (  system . nano time (  )   -  start )   /  1000000l )  )  ;  return this ;   }  ",60,1,rollback,1,"[19, 34]"
555,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,rollback to savepoint,"public  handle   (  string savepoint name )  {  final long start =  system . nano time (  )  ;  transactions . rollback to savepoint ( this savepoint name )  ;  log . trace ( "" handle [ {  } ] rollback to savepoint \"" {  } \"" in  {  } ms"" this savepoint name  (  (  system . nano time (  )   -  start )   /  1000000l )  )  ;  return this ;   }  ",74,3,rollback,1,"[22, 41]"
556,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,rollback to savepoint,"public  handle   (  string savepoint name )  {  final long start =  system . nano time (  )  ;  transactions . rollback to savepoint ( this savepoint name )  ;  log . trace ( "" handle [ {  } ] rollback to savepoint \"" {  } \"" in  {  } ms"" this savepoint name  (  (  system . nano time (  )   -  start )   /  1000000l )  )  ;  return this ;   }  ",74,3,to,2,"[23, 42]"
557,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,rollback to savepoint,"public  handle   (  string savepoint name )  {  final long start =  system . nano time (  )  ;  transactions . rollback to savepoint ( this savepoint name )  ;  log . trace ( "" handle [ {  } ] rollback to savepoint \"" {  } \"" in  {  } ms"" this savepoint name  (  (  system . nano time (  )   -  start )   /  1000000l )  )  ;  return this ;   }  ",74,3,savepoint,3,"[5, 24, 27, 43, 53]"
558,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,savepoint,"public  handle   (  string name )  {  transactions . savepoint ( this name )  ;  log . trace ( "" handle [ {  } ] savepoint \"" {  } \"""" this name )  ;  return this ;   }  ",38,1,savepoint,1,"[10, 26]"
559,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,select,public  query   (  string sql  object .  .  .  args )  {   query query = this . create query ( sql )  ;  int position = 0 ;  for  (   object arg : args )   {  query . bind ( position +  +  arg )  ;   }  return query ;   }  ,51,1,select,1,[]
560,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set config,void   (  config registry config )  {  this . config . set ( config )  ;   }  ,17,2,set,1,[12]
561,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set config,void   (  config registry config )  {  this . config . set ( config )  ;   }  ,17,2,config,2,"[3, 5, 10, 14]"
562,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set config thread local,void   (  thread local <  config registry >  config )  {  this . config = config ;   }  ,18,4,set,1,[]
563,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set config thread local,void   (  thread local <  config registry >  config )  {  this . config = config ;   }  ,18,4,config,2,"[6, 9, 14, 16]"
564,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set config thread local,void   (  thread local <  config registry >  config )  {  this . config = config ;   }  ,18,4,thread,3,[3]
565,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set config thread local,void   (  thread local <  config registry >  config )  {  this . config = config ;   }  ,18,4,local,4,[4]
566,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set extension method,void   (  extension method extension method )  {  this . extension method . set ( extension method )  ;   }  ,20,3,set,1,[14]
567,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set extension method,void   (  extension method extension method )  {  this . extension method . set ( extension method )  ;   }  ,20,3,extension,2,"[3, 5, 11, 16]"
568,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set extension method,void   (  extension method extension method )  {  this . extension method . set ( extension method )  ;   }  ,20,3,method,3,"[4, 6, 12, 17]"
569,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set extension method thread local,void   (  thread local <  extension method >  extension method )  {  this . extension method = require non null ( extension method )  ;   }  ,26,5,set,1,[]
570,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set extension method thread local,void   (  thread local <  extension method >  extension method )  {  this . extension method = require non null ( extension method )  ;   }  ,26,5,extension,2,"[6, 9, 15, 22]"
571,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set extension method thread local,void   (  thread local <  extension method >  extension method )  {  this . extension method = require non null ( extension method )  ;   }  ,26,5,method,3,"[7, 10, 16, 23]"
572,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set extension method thread local,void   (  thread local <  extension method >  extension method )  {  this . extension method = require non null ( extension method )  ;   }  ,26,5,thread,4,[3]
573,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set extension method thread local,void   (  thread local <  extension method >  extension method )  {  this . extension method = require non null ( extension method )  ;   }  ,26,5,local,5,[4]
574,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set read only,"public  handle   ( boolean read only )  {  try  {  connection . set read only ( read only )  ;   }  catch  (  sql exception e )   {  throw new  unable to manipulate transaction isolation level exception ( "" could not set read only"" e )  ;   }  return this ;   }  ",52,3,set,1,"[13, 42]"
575,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set read only,"public  handle   ( boolean read only )  {  try  {  connection . set read only ( read only )  ;   }  catch  (  sql exception e )   {  throw new  unable to manipulate transaction isolation level exception ( "" could not set read only"" e )  ;   }  return this ;   }  ",52,3,read,2,"[5, 14, 17, 43]"
576,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set read only,"public  handle   ( boolean read only )  {  try  {  connection . set read only ( read only )  ;   }  catch  (  sql exception e )   {  throw new  unable to manipulate transaction isolation level exception ( "" could not set read only"" e )  ;   }  return this ;   }  ",52,3,only,3,"[6, 15, 18]"
577,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set statement builder,public  handle   (  statement builder builder )  {  this . statement builder = builder ;  return this ;   }  ,19,3,set,1,[]
578,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set statement builder,public  handle   (  statement builder builder )  {  this . statement builder = builder ;  return this ;   }  ,19,3,statement,2,"[4, 11]"
579,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set statement builder,public  handle   (  statement builder builder )  {  this . statement builder = builder ;  return this ;   }  ,19,3,builder,3,"[5, 6, 12, 14]"
580,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set transaction isolation,public void   ( int level )  {  try  {  if  ( connection . get transaction isolation (  )   =  =  level )   {  return ;   }  connection . set transaction isolation ( level )  ;   }  catch  (  sql exception e )   {  throw new  unable to manipulate transaction isolation level exception ( level e )  ;   }   }  ,59,3,set,1,[29]
581,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set transaction isolation,public void   ( int level )  {  try  {  if  ( connection . get transaction isolation (  )   =  =  level )   {  return ;   }  connection . set transaction isolation ( level )  ;   }  catch  (  sql exception e )   {  throw new  unable to manipulate transaction isolation level exception ( level e )  ;   }   }  ,59,3,transaction,2,"[15, 30, 49]"
582,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,set transaction isolation,public void   ( int level )  {  try  {  if  ( connection . get transaction isolation (  )   =  =  level )   {  return ;   }  connection . set transaction isolation ( level )  ;   }  catch  (  sql exception e )   {  throw new  unable to manipulate transaction isolation level exception ( level e )  ;   }   }  ,59,3,isolation,3,"[16, 31, 50]"
583,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,use transaction,public  < x extends  exception > void   (  transaction isolation level level  handle consumer < x >  callback )  throws x  {  in transaction ( level handle  -  >   {  callback . use handle ( handle )  ;  return null ;   }   )  ;   }  ,45,2,use,1,[33]
584,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handle.java,use transaction,public  < x extends  exception > void   (  transaction isolation level level  handle consumer < x >  callback )  throws x  {  in transaction ( level handle  -  >   {  callback . use handle ( handle )  ;  return null ;   }   )  ;   }  ,45,2,transaction,2,"[9, 24]"
585,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\extension\Extensions.java, extensions,private   (  extensions that )  {  factories . add all ( that . factories )  ;   }  ,17,1,extensions,1,[3]
586,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\extension\Extensions.java,create copy,@ override public  extensions   (  )  {  return new  extensions ( this )  ;   }  ,15,2,create,1,[]
587,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\extension\Extensions.java,create copy,@ override public  extensions   (  )  {  return new  extensions ( this )  ;   }  ,15,2,copy,2,[]
588,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\extension\Extensions.java,find factory,public  < f extends  extension factory >  optional < f >    (  class < f >  factory type )  {  return factories . stream (  )  . filter ( factory type::is instance )  . map ( factory type::cast )  . find first (  )  ;   }  ,46,2,find,1,[41]
589,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\extension\Extensions.java,find factory,public  < f extends  extension factory >  optional < f >    (  class < f >  factory type )  {  return factories . stream (  )  . filter ( factory type::is instance )  . map ( factory type::cast )  . find first (  )  ;   }  ,46,2,factory,2,"[6, 17, 30, 37]"
590,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\extension\Extensions.java,find factory for,private  optional <  extension factory >    (  class <  ?  >  extension type )  {  return factories . stream (  )  . filter ( factory  -  >  factory . accepts ( extension type )  )  . find first (  )  ;   }  ,42,3,find,1,[37]
591,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\extension\Extensions.java,find factory for,private  optional <  extension factory >    (  class <  ?  >  extension type )  {  return factories . stream (  )  . filter ( factory  -  >  factory . accepts ( extension type )  )  . find first (  )  ;   }  ,42,3,factory,2,"[5, 25, 28]"
592,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\extension\Extensions.java,find factory for,private  optional <  extension factory >    (  class <  ?  >  extension type )  {  return factories . stream (  )  . filter ( factory  -  >  factory . accepts ( extension type )  )  . find first (  )  ;   }  ,42,3,for,3,[]
593,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\extension\Extensions.java,find for,public  < e >  optional < e >    (  class < e >  extension type  handle supplier handle )  {  return find factory for ( extension type )  . map ( factory  -  >  factory . attach ( extension type handle )  )  ;   }  ,45,2,find,1,[22]
594,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\extension\Extensions.java,find for,public  < e >  optional < e >    (  class < e >  extension type  handle supplier handle )  {  return find factory for ( extension type )  . map ( factory  -  >  factory . attach ( extension type handle )  )  ;   }  ,45,2,for,2,[24]
595,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\extension\Extensions.java,has extension for,public boolean   (  class <  ?  >  extension type )  {  return find factory for ( extension type )  . is present (  )  ;   }  ,26,3,has,1,[]
596,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\extension\Extensions.java,has extension for,public boolean   (  class <  ?  >  extension type )  {  return find factory for ( extension type )  . is present (  )  ;   }  ,26,3,extension,2,"[8, 17]"
597,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\extension\Extensions.java,has extension for,public boolean   (  class <  ?  >  extension type )  {  return find factory for ( extension type )  . is present (  )  ;   }  ,26,3,for,3,[15]
598,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\extension\Extensions.java,register,public  extensions   (  extension factory factory )  {  factories . add ( 0 factory )  ;  return this ;   }  ,20,1,register,1,[]
599,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\h2\H2DatabasePlugin.java,customize jdbi,"@ override public void   (  jdbi db )  {  db . set sql array argument strategy (  sql array argument strategy . object   array )  ;  db . register array type ( uuid . class ""uuid"" )  ;  db . register array type ( int . class ""integer"" )  ;   }  ",51,2,customize,1,[]
600,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\h2\H2DatabasePlugin.java,customize jdbi,"@ override public void   (  jdbi db )  {  db . set sql array argument strategy (  sql array argument strategy . object   array )  ;  db . register array type ( uuid . class ""uuid"" )  ;  db . register array type ( int . class ""integer"" )  ;   }  ",51,2,jdbi,2,[6]
601,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\JdbiOptionals.java,find first present,@ safe varargs public static  < t >  optional < t >    (  supplier <  optional < t >  >  .  .  .  suppliers )  {  return  stream . of ( suppliers )  . flat map ( supplier  -  >  to stream ( supplier . get (  )  )  )  . find first (  )  ;   }  ,57,3,find,1,[52]
602,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\JdbiOptionals.java,find first present,@ safe varargs public static  < t >  optional < t >    (  supplier <  optional < t >  >  .  .  .  suppliers )  {  return  stream . of ( suppliers )  . flat map ( supplier  -  >  to stream ( supplier . get (  )  )  )  . find first (  )  ;   }  ,57,3,first,2,[53]
603,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\JdbiOptionals.java,find first present,@ safe varargs public static  < t >  optional < t >    (  supplier <  optional < t >  >  .  .  .  suppliers )  {  return  stream . of ( suppliers )  . flat map ( supplier  -  >  to stream ( supplier . get (  )  )  )  . find first (  )  ;   }  ,57,3,present,3,[]
604,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handles.java, handles,private   (  handles that )  {  this . force end transactions = that . force end transactions ;   }  ,19,1,handles,1,[3]
605,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handles.java,create copy,@ override public  handles   (  )  {  return new  handles ( this )  ;   }  ,15,2,create,1,[]
606,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handles.java,create copy,@ override public  handles   (  )  {  return new  handles ( this )  ;   }  ,15,2,copy,2,[]
607,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handles.java,is force end transactions,public boolean   (  )  {  return force end transactions ;   }  ,11,4,is,1,[]
608,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handles.java,is force end transactions,public boolean   (  )  {  return force end transactions ;   }  ,11,4,force,2,[7]
609,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handles.java,is force end transactions,public boolean   (  )  {  return force end transactions ;   }  ,11,4,end,3,[8]
610,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handles.java,is force end transactions,public boolean   (  )  {  return force end transactions ;   }  ,11,4,transactions,4,[9]
611,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handles.java,set force end transactions,public void   ( boolean force end transactions )  {  this . force end transactions = force end transactions ;   }  ,20,4,set,1,[]
612,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handles.java,set force end transactions,public void   ( boolean force end transactions )  {  this . force end transactions = force end transactions ;   }  ,20,4,force,2,"[5, 12, 16]"
613,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handles.java,set force end transactions,public void   ( boolean force end transactions )  {  this . force end transactions = force end transactions ;   }  ,20,4,end,3,"[6, 13, 17]"
614,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\Handles.java,set force end transactions,public void   ( boolean force end transactions )  {  this . force end transactions = force end transactions ;   }  ,20,4,transactions,4,"[7, 14, 18]"
615,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java, primitive array iterator,  ( final  object obj )  {  size =  array . get length ( obj )  ;  arr = obj ;   }  ,21,3,primitive,1,[]
616,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java, primitive array iterator,  ( final  object obj )  {  size =  array . get length ( obj )  ;  arr = obj ;   }  ,21,3,array,2,[9]
617,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java, primitive array iterator,  ( final  object obj )  {  size =  array . get length ( obj )  ;  arr = obj ;   }  ,21,3,iterator,3,[]
618,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java,get type warning,"private static  string   ( final  class <  ?  >  type )  {  return ""argument must be one of the following:  iterable  or an array / varargs  ( primitive or complex type )  ;  was ""  +  type . get name (  )   +  "" instead"" ;   }  ",47,3,get,1,[39]
619,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java,get type warning,"private static  string   ( final  class <  ?  >  type )  {  return ""argument must be one of the following:  iterable  or an array / varargs  ( primitive or complex type )  ;  was ""  +  type . get name (  )   +  "" instead"" ;   }  ",47,3,type,2,"[10, 31, 37]"
620,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java,get type warning,"private static  string   ( final  class <  ?  >  type )  {  return ""argument must be one of the following:  iterable  or an array / varargs  ( primitive or complex type )  ;  was ""  +  type . get name (  )   +  "" instead"" ;   }  ",47,3,warning,3,[]
621,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java,has next,@ override public boolean   (  )  {  return index  <  size ;   }  ,13,2,has,1,[]
622,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java,has next,@ override public boolean   (  )  {  return index  <  size ;   }  ,13,2,next,2,[]
623,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java,is empty,"public static boolean   ( final  object obj )  {  if  ( obj  =  =  null )   {  throw new  illegal argument exception ( ""cannot determine emptiness of null"" )  ;   }  if  ( obj instanceof  collection )   {  return  (  (  collection <  ?  >  ) obj )  . is empty (  )  ;   }  if  ( obj instanceof  iterable )   {  return  !  (  (  iterable <  ?  >  ) obj )  . iterator (  )  . has next (  )  ;   }  if  ( obj . get class (  )  . is array (  )  )   {  return  array . get length ( obj )   =  =  0 ;   }  throw new  illegal argument exception ( get type warning ( obj . get class (  )  )  )  ;   }  ",132,2,is,1,"[50, 94]"
624,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java,is empty,"public static boolean   ( final  object obj )  {  if  ( obj  =  =  null )   {  throw new  illegal argument exception ( ""cannot determine emptiness of null"" )  ;   }  if  ( obj instanceof  collection )   {  return  (  (  collection <  ?  >  ) obj )  . is empty (  )  ;   }  if  ( obj instanceof  iterable )   {  return  !  (  (  iterable <  ?  >  ) obj )  . iterator (  )  . has next (  )  ;   }  if  ( obj . get class (  )  . is array (  )  )   {  return  array . get length ( obj )   =  =  0 ;   }  throw new  illegal argument exception ( get type warning ( obj . get class (  )  )  )  ;   }  ",132,2,empty,2,[51]
625,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java,is iterable,public static boolean   (  object maybe iterable )  {  return maybe iterable instanceof  iterator <  ?  >  || maybe iterable instanceof  iterable <  ?  >  || maybe iterable . get class (  )  . is array (  )  ;   }  ,40,2,is,1,[35]
626,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java,is iterable,public static boolean   (  object maybe iterable )  {  return maybe iterable instanceof  iterator <  ?  >  || maybe iterable instanceof  iterable <  ?  >  || maybe iterable . get class (  )  . is array (  )  ;   }  ,40,2,iterable,2,"[7, 12, 20, 22, 28]"
627,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java,next,"@ override public  object   (  )  {  if  ( has next (  )  )   {  return  array . get ( arr index +  +  )  ;   }  else  {  throw new  no such element exception ( ""only ""  +  size  +  "" elements available"" )  ;   }   }  ",48,1,next,1,[11]
628,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java,of,"@ suppress warnings ( ""unchecked"" )  public static  iterator <  object >    (  object iterable )  {  if  ( iterable  =  =  null )   {  throw new  illegal argument exception ( ""can't iterate null"" )  ;   }  if  ( iterable instanceof  iterator <  ?  >  )   ",46,1,of,1,[]
629,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java,remove,@ override public void   (  )  {  throw new  unsupported operation exception (  )  ;   }  ,16,1,remove,1,[]
630,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java,to list,public static  list <  object >    (  object iterable )  {   list <  object >  result = new  array list <  object >  (  )  ;  of ( iterable )  . for each remaining ( result::add )  ;  return result ;   }  ,42,2,to,1,[]
631,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\IterableLike.java,to list,public static  list <  object >    (  object iterable )  {   list <  object >  result = new  array list <  object >  (  )  ;  of ( iterable )  . for each remaining ( result::add )  ;  return result ;   }  ,42,2,list,2,"[3, 12, 20]"
632,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\JdbiStreams.java,to stream,public static  < t >  stream < t >    (  optional < t >  optional )  {  return optional . is present (  )   ?   stream . of ( optional . get (  )  )  :  stream . empty (  )  ;   }  ,43,2,to,1,[]
633,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\JdbiStreams.java,to stream,public static  < t >  stream < t >    (  optional < t >  optional )  {  return optional . is present (  )   ?   stream . of ( optional . get (  )  )  :  stream . empty (  )  ;   }  ,43,2,stream,2,"[6, 26, 37]"
634,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\JdbiThreadLocals.java,invoke in context,public static  < v l > v   (  thread local < l >  thread local l context  callable < v >  task )  throws  exception  {  l old context = thread local . get (  )  ;  try  {  thread local . set ( context )  ;  return task . call (  )  ;   }  finally  {  if  ( old context  =  =  null )   {  thread local . remove (  )  ;   }  else  {  thread local . set ( old context )  ;   }   }   }  ,88,3,invoke,1,[]
635,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\JdbiThreadLocals.java,invoke in context,public static  < v l > v   (  thread local < l >  thread local l context  callable < v >  task )  throws  exception  {  l old context = thread local . get (  )  ;  try  {  thread local . set ( context )  ;  return task . call (  )  ;   }  finally  {  if  ( old context  =  =  null )   {  thread local . remove (  )  ;   }  else  {  thread local . set ( old context )  ;   }   }   }  ,88,3,in,2,[]
636,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\JdbiThreadLocals.java,invoke in context,public static  < v l > v   (  thread local < l >  thread local l context  callable < v >  task )  throws  exception  {  l old context = thread local . get (  )  ;  try  {  thread local . set ( context )  ;  return task . call (  )  ;   }  finally  {  if  ( old context  =  =  null )   {  thread local . remove (  )  ;   }  else  {  thread local . set ( old context )  ;   }   }   }  ,88,3,context,3,"[17, 29, 45, 61, 83]"
637,C:\Users\User\Desktop\Thesis\jdbi\core\src\main\java\org\jdbi\v3\core\internal\SqlScriptParser.java, sql script parser,public   (  token handler semicolon handler )  {  this . semicolon handler = semicolon handler ;   }  ,17,3,sql,1,[]
