,ProjectName,methodName,methodBody
129,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\AtmosphereHandlerServiceInterceptor.java,to string,"@ override public  string   (  )  {  return ""@ atmosphere handler service  interceptor"" ;   }  "
130,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,get application config,public  list <  application configuration >    (  )  {  return application config ;   }  
131,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,get atmosphere interceptor classes,public  list <  string >    (  )  {  return interceptors ;   }  
132,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,get broadcast filter classes,public  list <  string >    (  )  {  return broadcast filter classes ;   }  
133,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,get broadcaster,public  string   (  )  {  return broadcaster ;   }  
134,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,get broadcaster cache,public  string   (  )  {  return broadcaster cache ;   }  
135,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,get class name,public  string   (  )  {  return class name ;   }  
136,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,get comet support,public  string   (  )  {  return comet support ;   }  
137,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,get context root,public  string   (  )  {  return context root ;   }  
138,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,get framework config,public  list <  framework configuration >    (  )  {  return framework config ;   }  
139,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,get properties,public  list <  atmosphere handler property >    (  )  {  return properties ;   }  
140,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,get support session,public  string   (  )  {  return support session ;   }  
141,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,set application config,public void   (  list <  application configuration >  application config )  {  this . application config = application config ;   }  
142,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,set atmosphere interceptor classes,public void   (  list <  string >  interceptors )  {  this . interceptors = interceptors ;   }  
143,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,set broadcast filter classes,public void   (  list <  string >  broadcast filter classes )  {  this . broadcast filter classes = broadcast filter classes ;   }  
144,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,set broadcaster,public void   (  string broadcaster )  {  this . broadcaster = broadcaster ;   }  
145,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,set broadcaster cache,public void   (  string broadcaster cache )  {  this . broadcaster cache = broadcaster cache ;   }  
146,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,set class name,public void   (  string class name )  {  this . class name = class name ;   }  
147,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,set comet support,public void   (  string comet support )  {  this . comet support = comet support ;   }  
148,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,set context root,public void   (  string context root )  {  this . context root = context root ;   }  
149,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,set framework config,public void   (  list <  framework configuration >  framework config )  {  this . framework config = framework config ;   }  
150,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,set properties,public void   (  list <  atmosphere handler property >  properties )  {  this . properties = properties ;   }  
151,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\AtmosphereHandlerConfig.java,set support session,public void   (  string support session )  {  this . support session = support session ;   }  
152,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\Invoker.java,all,"public static  object   (  list <  encoder <  ?   ?  >  >  encoders  list <  decoder <  ?   ?  >  >  decoders  object instance type  object object to invoke  method method )  {   object decoded object = decode ( decoders instance type )  ;  if  ( instance type  =  =  null )   {  logger . trace ( "" no  encoder matching  {  } "" instance type )  ;   }  decoded object = decoded object  =  =  null  ?  instance type : decoded object ;  logger . trace ( "" {  }   . on  {  } "" method . get name (  )  decoded object )  ;   object object to encode = invoke method ( method object to invoke decoded object )  ;   object encoded object = null ;  if  ( object to encode  !  =  null )   {  encoded object = encode ( encoders object to encode )  ;   }  return encoded object  =  =  null  ?  object to encode : encoded object ;   }  "
153,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\Invoker.java,decode,"public static  object   (  list <  decoder <  ?   ?  >  >  decoders  object instance type )  {   object decoded object = match decoder ( instance type decoders )  ;  if  ( instance type  =  =  null )   {  logger . trace ( "" no  encoder matching  {  } "" instance type )  ;   }  return decoded object ;   }  "
154,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\Invoker.java,encode,"public static  object   (  list <  encoder <  ?   ?  >  >  encoders  object object to encode )  {   object encoded object = match encoder ( object to encode encoders )  ;  if  ( encoded object  =  =  null )   {  logger . trace ( "" no  encoder matching  {  } "" object to encode )  ;   }  return encoded object ;   }  "
155,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\Invoker.java,invoke method,"public static  object   (  method method  object object to invoke  object .  .  .  parameters )  {   object object to encode = null ;  boolean has match = false ;  try  {  object to encode = method . invoke ( object to invoke method . get parameter types (  )  . length  =  =  0  ?  new  object[] {  }  : parameters )  ;  has match = true ;   }  catch  (   illegal access exception e )   {  logger . trace ( """" e )  ;   }  catch  (   invocation target exception e )   {  logger . error ( """" e )  ;   }  catch  (  java . lang .  illegal argument exception e )   {  logger . trace ( """" e )  ;   }  catch  (   throwable e )   {  logger . error ( """" e )  ;   }  if  (  ! has match )   {  logger . trace ( "" no  method's  arguments  {  }  matching  {  } "" method . get name (  )  object to invoke )  ;   }  return object to encode ;   }  "
156,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\Invoker.java,match decoder,"public static  object   (  object instance type  list <  decoder <  ?   ?  >  >  decoders )  {   object decoded object = decoders . is empty (  )   ?  instance type : null ;  for  (   decoder d : decoders )   {   class <  ?  > [] type arguments =  type resolver . resolve arguments ( d . get class (  )   decoder . class )  ;  if  ( instance type  !  =  null && type arguments . length  >  0 && type arguments[0] . is assignable from ( instance type . get class (  )  )  )   {  logger . trace ( "" {  }  is trying to decode  {  } "" d instance type )  ;  try  {  decoded object = d . decode ( instance type )  ;   }  catch  (   exception e )   {  logger . trace ( """" e )  ;   }   }   }  return decoded object ;   }  "
157,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\Invoker.java,match encoder,"public static  object   (  object instance type  list <  encoder <  ?   ?  >  >  encoders )  {  if  ( instance type  =  =  null )  return null ;   object encoded object = encoders . is empty (  )   ?  instance type : null ;  for  (   encoder d : encoders )   {   class <  ?  > [] type arguments =  type resolver . resolve arguments ( d . get class (  )   encoder . class )  ;  if  ( instance type  !  =  null && type arguments . length  >  0 && type arguments[0] . is assignable from ( instance type . get class (  )  )  )   {  logger . trace ( "" {  }  is trying to encode  {  } "" d instance type )  ;  encoded object = d . encode ( instance type )  ;   }   }  return encoded object ;   }  "
158,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java, encoder object,public   ( final  map <  method  list <  encoder <  ?   ?  >  >  >  encoders final  object object to encode )  {  encoded object =  invoker . encode ( encoders . get ( method )  object to encode )  ;  method info =  method info . this ;   }  
159,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java, managed,public   (  object o )  {  this . o = o ;   }  
160,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java, method info,public   (  method method )  {  this . method = method ;  if  ( method . is annotation present (  deliver to . class )  )   {  this . deliver to = method . get annotation (  deliver to . class )  . value (  )  ;   }  else  {  this . deliver to =  deliver to . deliver   to . broadcaster ;   }   }  
161,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,annotation type,@ override public  class <  ?  extends  annotation >    (  )  {  return null ;   }  
162,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,configure,@ override public  annotated proxy   (  atmosphere config config  object c )  {  this . proxied instance = c ;  this . on runtime method = populate message ( c  message . class )  ;  this . on heartbeat method = populate ( c  heartbeat . class )  ;  this . on disconnect method = populate ( c  disconnect . class )  ;  t
163,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,encode, encoder object   ( final  map <  method  list <  encoder <  ?   ?  >  >  >  encoders final  object object to encode )  {  return new  encoder object ( encoders object to encode )  ;   }  
164,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,invoke,private  object   (  method m  object o )  {  return  utils . invoke ( proxied instance m o )  ;   }  
165,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,message,private  object   (  method m  object o )  {  if  ( m  !  =  null )   {  return  invoker . all ( encoders . get ( m )  empty o proxied instance m )  ;   }  return null ;   }  
166,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,object,public  object   (  )  {  return o ;   }  
167,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,on close,@ override public void   (  atmosphere resource event event )  {  invoke ( on disconnect method event )  ;   }  
168,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,on heartbeat,@ override public void   ( final  atmosphere resource event event )  {  if  ( on heartbeat method  !  =  null )   {  invoke ( on heartbeat method event )  ;   }   }  
169,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,on request,@ override public void   ( final  atmosphere resource resource )  throws io exception  {   atmosphere request request = resource . get request (  )  ;   string method = request . get method (  )  ;  boolean polling =  utils . pollable transport ( resource . transport (  )  )  ;  boolean web socket message =  uti
170,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,on resume,@ override public void   (  atmosphere resource event event )  {  invoke ( on resume method event )  ;  resource . remove event listener ( this )  ;   }  
171,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,on state change,"@ override @ suppress warnings ( ""unchecked"" )  public void   (  atmosphere resource event event )  throws io exception  {   object msg = event . get message (  )  ;   atmosphere resource impl r =  atmosphere resource impl . class . cast ( event . get resource (  )  )  ;   boolean resume on broadcast = r . resume on"
172,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,on suspend,@ override public void   (  atmosphere resource event event )  {  process ready ( event . get resource (  )  )  ;  resource . remove event listener ( this )  ;   }  
173,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,path params,protected boolean   (  object o )  {  for  (   field field : o . get class (  )  . get declared fields (  )  )   {  if  ( field . is annotation present (  path param . class )  )   {  return true ;   }   }  return false ;   }  
174,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,populate,protected  method   (  object c  class <  ?  extends  annotation >  annotation )  {  for  (   method m : c . get class (  )  . get methods (  )  )   {  if  ( m . is annotation present ( annotation )  )   {  return m ;   }   }  return null ;   }  
175,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,populate decoders,"private void   (  )  {  for  (   method info m : on runtime method )   {   list <  decoder <  ?   ?  >  >  l = new  copy on write array list <  >  (  )  ;  for  (   class <  ?  extends  decoder >  s : m . method . get annotation (  message . class )  . decoders (  )  )   {  try  {  l . add ( config . framework (  )  . new class instance (  decoder . class s )  )  ;   }  catch  (   exception e )   {  logger . error ( "" unable to load encoder  {  } "" s )  ;   }   }  decoders . put ( m . method l )  ;   }   }  "
176,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,populate encoders,"private void   (  )  {  for  (   method info m : on runtime method )   {   list <  encoder <  ?   ?  >  >  l = new  copy on write array list <  >  (  )  ;  for  (   class <  ?  extends  encoder >  s : m . method . get annotation (  message . class )  . encoders (  )  )   {  try  {  l . add ( config . framework (  )  . new class instance (  encoder . class s )  )  ;   }  catch  (   exception e )   {  logger . error ( "" unable to load encoder  {  } "" s )  ;   }   }  encoders . put ( m . method l )  ;   }  if  ( on ready method  !  =  null )   {   list <  encoder <  ?   ?  >  >  l = new  copy on write array list <  >  (  )  ;  for  (   class <  ?  extends  encoder >  s : on ready method . get annotation (  ready . class )  . encoders (  )  )   {  try  {  l . add ( config . framework (  )  . new class instance (  encoder . class s )  )  ;   }  catch  (   exception e )   {  logger . error ( "" unable to load encoder  {  } "" s )  ;   }   }  encoders . put ( on ready method l )  ;   }   }  "
177,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,populate message,protected  list <  method info >    (  object c  class <  ?  extends  annotation >  annotation )  {   array list <  method info >  methods = new  array list <  >  (  )  ;  for  (   method m : c . get class (  )  . get methods (  )  )   {  if  ( m . is annotation present ( annotation )  )   {  methods . add ( new  method info ( m )  )  ;   }   }  return methods ;   }  
178,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,process ready,"protected void   (  atmosphere resource r )  {  final  deliver to deliver to ;  final  ready ready = on ready method . get annotation (  ready . class )  ;  if  ( ready . value (  )   !  =   ready . deliver   to . resource )   {  if  ( iae  =  =  null )   {  iae = new  illegal argument exception (  )  ;   }  logger . warn ( "" since 2 . 2  delivery strategy must be specified with @ deliver to  not with a value in the @ ready annotation . "" iae )  ;  deliver to = new  deliver to (  )  {  @ override public deliver   to value (  )  {  switch  ( ready . value (  )  )   {  case all: return deliver   to . all ;  case broadcaster: return deliver   to . broadcaster ;   }  return null ;   }  @ override public  class <  ?  extends  annotation >  annotation type (  )  {  return null ;   }   }   ;   }  else  {  deliver to = on ready method . get annotation (  deliver to . class )  ;   }  io utils . deliver ( message ( on ready method r )  deliver to  deliver to . deliver   to . resource r )  ;   }  "
179,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,scan for reader or input stream,private void   (  )  {  for  (   method info m : on runtime method )   {   class <  ?  > [] classes = m . method . get parameter types (  )  ;  for  (   class <  ?  >  c : classes )   {  if  (  input stream . class . is assignable from ( c )  )   {  m . use stream = true ;   }  else if  (  reader . class . is assignable from ( c )  )   {  m . use reader = true ;   }   }   }   }  
180,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,target,@ override public  object   (  )  {  return proxied instance ;   }  
181,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,to string,public  string   (  )  {  return o . to string (  )  ;   }  
182,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ManagedAtmosphereHandler.java,value,@ override public deliver   to   (  )  {  switch  ( ready . value (  )  )   {  case all: return deliver   to . all ;  case broadcaster: return deliver   to . broadcaster ;   }  return null ;   }  
183,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\MeteorServiceInterceptor.java,map annotated service,"protected void   ( boolean re map  string path  atmosphere request request  atmosphere framework .  atmosphere handler wrapper w )  {  synchronized  ( config . handlers (  )  )   {  if  ( config . handlers (  )  . get ( path )   =  =  null )   {  if  (  reflector servlet processor . class . is assignable from ( w . atmosphere handler . get class (  )  )  )   {   reflector servlet processor r =  reflector servlet processor . class . cast ( w . atmosphere handler )  ;   servlet s = r . get servlet (  )  ;   meteor service m = s . get class (  )  . get annotation (  meteor service . class )  ;  if  ( m  !  =  null )   {   string target path = m . path (  )  ;  if  ( target path . index of ( "" { "" )   !  =   - 1 && target path . index of ( "" } "" )   !  =   - 1 )   {  try  {  boolean singleton = s . get class (  )  . get annotation (  singleton . class )   !  =  null ;  if  (  ! singleton )   {  r = config . framework (  )  . new class instance (  reflector servlet processor . class  reflector servlet processor . class )  ;  r . set servlet ( config . framework (  )  . new class instance (  servlet . class s . get class (  )  )  )  ;  r . init ( config )  ;   }  request . local attributes (  )  . put (  named . class . get name (  )  path . substring ( target path . index of ( "" { "" )  )  )  ;   atmosphere resource impl . class . cast ( request . resource (  )  )  . atmosphere handler ( r )  ;  config . framework (  )  . add atmosphere handler ( path r config . get broadcaster factory (  )  . lookup ( w . broadcaster . get class (  )  path true )  w . interceptors )  ;  request . set attribute (  framework config . new   mapping ""true"" )  ;   }  catch  (   throwable e )   {  logger . warn ( "" unable to create  atmosphere handler"" e )  ;   }   }   }   }   }  else if  ( re map )   {  request . set attribute (  framework config . new   mapping ""true"" )  ;   }   }   }  "
184,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\MeteorServiceInterceptor.java,to string,"@ override public  string   (  )  {  return ""@ meteor service  interceptor"" ;   }  "
185,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ServiceInterceptor.java,configure,@ override public void   (  atmosphere config config )  {  this . config = config ;   }  
186,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\ServiceInterceptor.java,inspect,@ override public  action   (  atmosphere resource r )  {   atmosphere framework .  atmosphere handler wrapper w = null ;  try  {  w =  (  atmosphere framework .  atmosphere handler wrapper ) r . get request (  )  . get attribute (  framework config . atmosphere   handler   wrapper )  ;  if  (  ! w . wildcard mapping (  )  )  
187,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\TypeResolver.java,build type variable map,private static void   (  parameterized type type  map <  type variable <  ?  >   type >  type variable map )  {  if  ( type . get raw type (  )  instanceof  class )   {   type variable <  ?  > [] type variables =  (  (  class <  ?  >  ) type . get raw type (  )  )  . get type parameters (  )  ;   type[] type arguments = type . get actual type arguments (  )  ;  for  ( int i = 0 ;  i  <  type arguments . length ;  i +  +  )   {   type variable <  ?  >  variable = type variables[i] ;   type type argument = type arguments[i] ;  if  ( type argument instanceof  class )   {  type variable map . put ( variable type argument )  ;   }  else if  ( type argument instanceof  generic array type )   {  type variable map . put ( variable type argument )  ;   }  else if  ( type argument instanceof  parameterized type )   {  type variable map . put ( variable type argument )  ;   }  else if  ( type argument instanceof  type variable )   {   type variable <  ?  >  type variable argument =  (  type variable <  ?  >  ) type argument ;   type resolved type = type variable map . get ( type variable argument )  ;  if  ( resolved type  =  =  null )  resolved type = resolve bound ( type variable argument )  ;  type variable map . put ( variable resolved type )  ;   }   }   }   }  
188,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\TypeResolver.java,disable cache,public static void   (  )  {  type variable cache . clear (  )  ;  cache enabled = false ;   }  
189,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\TypeResolver.java,enable cache,public static void   (  )  {  cache enabled = true ;   }  
190,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\TypeResolver.java,get type variable map,private static  map <  type variable <  ?  >   type >    ( final  class <  ?  >  target type )  {   reference <  map <  type variable <  ?  >   type >  >  ref = type variable cache . get ( target type )  ;   map <  type variable <  ?  >   type >  map = ref  !  =  null  ?  ref . get (  )  : null ;  if  ( map  =  =  null )   {  map = new  hash map <  type variable <  ?  >   type >  (  )  ;  build type variable map ( target type . get generic interfaces (  )  map )  ;   type generic type = target type . get generic superclass (  )  ;   class <  ?  >  type = target type . get superclass (  )  ;  while  ( type  !  =  null &&  !  object . class . equals ( type )  )   {  if  ( generic type instanceof  parameterized type )  build type variable map (  (  parameterized type ) generic type map )  ;  build type variable map ( type . get generic interfaces (  )  map )  ;  generic type = type . get generic superclass (  )  ;  type = type . get superclass (  )  ;   }  type = target type ;  while  ( type . is member class (  )  )   {  generic type = type . get generic superclass (  )  ;  if  ( generic type instanceof  parameterized type )  build type variable map (  (  parameterized type ) generic type map )  ;  type = type . get enclosing class (  )  ;   }  if  ( cache enabled )  type variable cache . put ( target type new  weak reference <  map <  type variable <  ?  >   type >  >  ( map )  )  ;   }  return map ;   }  
191,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\TypeResolver.java,resolve argument,"public static  class <  ?  >    (  type generic type  class <  ?  >  target type )  {   class <  ?  > [] arguments = resolve arguments ( generic type target type )  ;  if  ( arguments  =  =  null )  return  unknown . class ;  if  ( arguments . length  !  =  1 )  throw new  illegal argument exception ( "" expected 1 type argument on generic type ""  +  target type . get name (  )   +  "" but found "" +  arguments . length )  ;  return arguments[0] ;   }  "
192,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\TypeResolver.java,resolve arguments,public static  class <  ?  > []   (  type generic type  class <  ?  >  target type )  {   class <  ?  > [] result = null ;  if  ( generic type instanceof  parameterized type )   {   parameterized type param type =  (  parameterized type ) generic type ;   type[] arguments = param type . get actual type arguments (  )  ;  result = new  class[arguments . length] ;  for  ( int i = 0 ;  i  <  arguments . length ;  i +  +  )  result[i] = resolve class ( arguments[i] target type )  ;   }  else if  ( generic type instanceof  type variable )   {  result = new  class[1] ;  result[0] = resolve class ( generic type target type )  ;   }  return result ;   }  
193,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\TypeResolver.java,resolve bound,public static  type   (  type variable <  ?  >  type variable )  {   type[] bounds = type variable . get bounds (  )  ;  if  ( bounds . length  =  =  0 )  return  unknown . class ;   type bound = bounds[0] ;  if  ( bound instanceof  type variable )  bound = resolve bound (  (  type variable <  ?  >  ) bound )  ;  return bound  =  =   object . class  ?   unknown . class : bound ;   }  
194,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\TypeResolver.java,resolve class,public static  class <  ?  >    (  type generic type  class <  ?  >  target type )  {  if  ( generic type instanceof  class )   {  return  (  class <  ?  >  ) generic type ;   }  else if  ( generic type instanceof  parameterized type )   {  return resolve class (  (  (  parameterized type ) generic type )  . get raw type (  )  target type )  ;   }  else if  ( generic type instanceof  generic array type )   {   generic array type array type =  (  generic array type ) generic type ;   class <  ?  >  compoment = resolve class ( array type . get generic component type (  )  target type )  ;  return  array . new instance ( compoment 0 )  . get class (  )  ;   }  else if  ( generic type instanceof  type variable )   {   type variable <  ?  >  variable =  (  type variable <  ?  >  ) generic type ;  generic type = get type variable map ( target type )  . get ( variable )  ;  generic type = generic type  =  =  null  ?  resolve bound ( variable )  : resolve class ( generic type target type )  ;   }  return generic type instanceof  class  ?   (  class <  ?  >  ) generic type :  unknown . class ;   }  
195,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\config\managed\TypeResolver.java,resolve generic type,public static  type   (  type initial type  class <  ?  >  target type )  {   class <  ?  >  raw type ;  if  ( initial type instanceof  parameterized type )  raw type =  (  class <  ?  >  )  (  (  parameterized type ) initial type )  . get raw type (  )  ;  else raw type =  (  class <  ?  >  ) initial type ;  if  ( target type . equals ( raw type )  )  return initial type ;   type result ;  if  ( target type . is interface (  )  )   {  for  (   type super interface : raw type . get generic interfaces (  )  )  if  ( super interface  !  =  null &&  ! super interface . equals (  object . class )  )  if  (  ( result = resolve generic type ( super interface target type )  )   !  =  null )  return result ;   }   type super type = raw type . get generic superclass (  )  ;  if  ( super type  !  =  null &&  ! super type . equals (  object . class )  )  if  (  ( result = resolve generic type ( super type target type )  )   !  =  null )  return result ;  return null ;   }  
196,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\container\JSR356AsyncSupport.java, atmosphere configurator,public   (  atmosphere framework framework )  {  this . framework = framework ;   }  
